     0.000 D | <> Log initialized.
     4.217 D | Checksummed Download for: "org.apache.httpcomponents:httpcore:4.4.15" storage: "org/apache/httpcomponents/httpcore/4.4.15/httpcore-4.4.15.jar" url: "https://libraries.minecraft.net/org/apache/httpcomponents/httpcore/4.4.15/httpcore-4.4.15.jar"
     4.217 D | Checksummed Download for: "org.apache.logging.log4j:log4j-api:2.19.0" storage: "org/apache/logging/log4j/log4j-api/2.19.0/log4j-api-2.19.0.jar" url: "https://libraries.minecraft.net/org/apache/logging/log4j/log4j-api/2.19.0/log4j-api-2.19.0.jar"
     4.217 D | Checksummed Download for: "org.apache.logging.log4j:log4j-core:2.19.0" storage: "org/apache/logging/log4j/log4j-core/2.19.0/log4j-core-2.19.0.jar" url: "https://libraries.minecraft.net/org/apache/logging/log4j/log4j-core/2.19.0/log4j-core-2.19.0.jar"
     4.217 D | Checksummed Download for: "org.apache.logging.log4j:log4j-slf4j2-impl:2.19.0" storage: "org/apache/logging/log4j/log4j-slf4j2-impl/2.19.0/log4j-slf4j2-impl-2.19.0.jar" url: "https://libraries.minecraft.net/org/apache/logging/log4j/log4j-slf4j2-impl/2.19.0/log4j-slf4j2-impl-2.19.0.jar"
     4.217 D | Checksummed Download for: "org.joml:joml:1.10.5" storage: "org/joml/joml/1.10.5/joml-1.10.5.jar" url: "https://libraries.minecraft.net/org/joml/joml/1.10.5/joml-1.10.5.jar"
     4.217 D | Checksummed Download for: "org.slf4j:slf4j-api:2.0.1" storage: "org/slf4j/slf4j-api/2.0.1/slf4j-api-2.0.1.jar" url: "https://libraries.minecraft.net/org/slf4j/slf4j-api/2.0.1/slf4j-api-2.0.1.jar"
     4.217 D | Download for: "net.fabricmc:intermediary:1.19.3" storage: "net/fabricmc/intermediary/1.19.3/intermediary-1.19.3.jar" url: "https://maven.fabricmc.net/net/fabricmc/intermediary/1.19.3/intermediary-1.19.3.jar"
     4.217 D | Download for: "net.fabricmc:tiny-mappings-parser:0.3.0+build.17" storage: "net/fabricmc/tiny-mappings-parser/0.3.0+build.17/tiny-mappings-parser-0.3.0+build.17.jar" url: "https://maven.fabricmc.net/net/fabricmc/tiny-mappings-parser/0.3.0+build.17/tiny-mappings-parser-0.3.0+build.17.jar"
     4.217 D | Download for: "net.fabricmc:sponge-mixin:0.12.5+mixin.0.8.5" storage: "net/fabricmc/sponge-mixin/0.12.5+mixin.0.8.5/sponge-mixin-0.12.5+mixin.0.8.5.jar" url: "https://maven.fabricmc.net/net/fabricmc/sponge-mixin/0.12.5+mixin.0.8.5/sponge-mixin-0.12.5+mixin.0.8.5.jar"
     4.217 D | Download for: "net.fabricmc:tiny-remapper:0.8.2" storage: "net/fabricmc/tiny-remapper/0.8.2/tiny-remapper-0.8.2.jar" url: "https://maven.fabricmc.net/net/fabricmc/tiny-remapper/0.8.2/tiny-remapper-0.8.2.jar"
     4.217 D | Download for: "net.fabricmc:access-widener:2.1.0" storage: "net/fabricmc/access-widener/2.1.0/access-widener-2.1.0.jar" url: "https://maven.fabricmc.net/net/fabricmc/access-widener/2.1.0/access-widener-2.1.0.jar"
     4.218 D | Download for: "org.ow2.asm:asm:9.5" storage: "org/ow2/asm/asm/9.5/asm-9.5.jar" url: "https://maven.fabricmc.net/org/ow2/asm/asm/9.5/asm-9.5.jar"
     4.218 D | Download for: "org.ow2.asm:asm-analysis:9.5" storage: "org/ow2/asm/asm-analysis/9.5/asm-analysis-9.5.jar" url: "https://maven.fabricmc.net/org/ow2/asm/asm-analysis/9.5/asm-analysis-9.5.jar"
     4.218 D | Download for: "org.ow2.asm:asm-commons:9.5" storage: "org/ow2/asm/asm-commons/9.5/asm-commons-9.5.jar" url: "https://maven.fabricmc.net/org/ow2/asm/asm-commons/9.5/asm-commons-9.5.jar"
     4.218 D | Download for: "org.ow2.asm:asm-tree:9.5" storage: "org/ow2/asm/asm-tree/9.5/asm-tree-9.5.jar" url: "https://maven.fabricmc.net/org/ow2/asm/asm-tree/9.5/asm-tree-9.5.jar"
     4.218 D | Download for: "org.ow2.asm:asm-util:9.5" storage: "org/ow2/asm/asm-util/9.5/asm-util-9.5.jar" url: "https://maven.fabricmc.net/org/ow2/asm/asm-util/9.5/asm-util-9.5.jar"
     4.218 D | Download for: "net.fabricmc:fabric-loader:0.14.21" storage: "net/fabricmc/fabric-loader/0.14.21/fabric-loader-0.14.21.jar" url: "https://maven.fabricmc.net/net/fabricmc/fabric-loader/0.14.21/fabric-loader-0.14.21.jar"
     4.218 D | Checksummed Download for: "com.mojang:minecraft:1.19.3:client" storage: "com/mojang/minecraft/1.19.3/minecraft-1.19.3-client.jar" url: "https://piston-data.mojang.com/v1/objects/977727ec9ab8b4631e5c12839f064092f17663f8/client.jar"
     4.218 D | Task "NetJob(Librerias para la instancia 1.19.3 Fabric)" starting for the first time
     4.224 D | Task "Net::Download(0x24f43ae0650)" starting for the first time
     4.225 D | Downloading  "https://libraries.minecraft.net/org/lwjgl/lwjgl-jemalloc/3.3.1/lwjgl-jemalloc-3.3.1-natives-windows-x86.jar"
     4.226 D | Task "Net::Download(0x24f43ae0e90)" starting for the first time
     4.226 D | Downloading  "https://libraries.minecraft.net/org/lwjgl/lwjgl-jemalloc/3.3.1/lwjgl-jemalloc-3.3.1-natives-windows-arm64.jar"
     4.227 D | Task "Net::Download(0x24f43ae0110)" starting for the first time
     4.227 D | Downloading  "https://libraries.minecraft.net/org/lwjgl/lwjgl-glfw/3.3.1/lwjgl-glfw-3.3.1.jar"
     4.227 D | Task "Net::Download(0x24f43ae0a10)" starting for the first time
     4.228 D | Downloading  "https://libraries.minecraft.net/org/lwjgl/lwjgl-glfw/3.3.1/lwjgl-glfw-3.3.1-natives-windows.jar"
     4.228 D | Task "Net::Download(0x24f43ae0dd0)" starting for the first time
     4.228 D | Downloading  "https://libraries.minecraft.net/org/lwjgl/lwjgl-glfw/3.3.1/lwjgl-glfw-3.3.1-natives-windows-x86.jar"
     4.229 D | Task "Net::Download(0x24f43ae0890)" starting for the first time
     4.229 D | Downloading  "https://libraries.minecraft.net/org/lwjgl/lwjgl-glfw/3.3.1/lwjgl-glfw-3.3.1-natives-windows-arm64.jar"
     4.580 D | [MetaCache] Adding eternal cache entry: "C:/Users/david/Desktop/Prism/libraries/org/lwjgl/lwjgl-glfw-natives-windows-arm64/3.3.1/lwjgl-glfw-natives-windows-arm64-3.3.1.jar"
     4.581 D | Download succeeded: "https://libraries.minecraft.net/org/lwjgl/lwjgl-glfw/3.3.1/lwjgl-glfw-3.3.1-natives-windows-arm64.jar"
     4.582 D | [MetaCache] Adding eternal cache entry: "C:/Users/david/Desktop/Prism/libraries/org/lwjgl/lwjgl-jemalloc-natives-windows-arm64/3.3.1/lwjgl-jemalloc-natives-windows-arm64-3.3.1.jar"
     4.582 D | Download succeeded: "https://libraries.minecraft.net/org/lwjgl/lwjgl-jemalloc/3.3.1/lwjgl-jemalloc-3.3.1-natives-windows-arm64.jar"
     4.583 D | [MetaCache] Adding eternal cache entry: "C:/Users/david/Desktop/Prism/libraries/org/lwjgl/lwjgl-glfw/3.3.1/lwjgl-glfw-3.3.1.jar"
     4.583 D | Download succeeded: "https://libraries.minecraft.net/org/lwjgl/lwjgl-glfw/3.3.1/lwjgl-glfw-3.3.1.jar"
     4.585 D | [MetaCache] Adding eternal cache entry: "C:/Users/david/Desktop/Prism/libraries/org/lwjgl/lwjgl-jemalloc-natives-windows-x86/3.3.1/lwjgl-jemalloc-natives-windows-x86-3.3.1.jar"
     4.585 D | Download succeeded: "https://libraries.minecraft.net/org/lwjgl/lwjgl-jemalloc/3.3.1/lwjgl-jemalloc-3.3.1-natives-windows-x86.jar"
     4.586 D | Task "Net::Download(0x24f42051740)" starting for the first time
     4.586 D | Downloading  "https://libraries.minecraft.net/org/lwjgl/lwjgl-jemalloc/3.3.1/lwjgl-jemalloc-3.3.1-natives-windows.jar"
     4.587 D | [MetaCache] Adding eternal cache entry: "C:/Users/david/Desktop/Prism/libraries/org/lwjgl/lwjgl-glfw-natives-windows/3.3.1/lwjgl-glfw-natives-windows-3.3.1.jar"
     4.587 D | Download succeeded: "https://libraries.minecraft.net/org/lwjgl/lwjgl-glfw/3.3.1/lwjgl-glfw-3.3.1-natives-windows.jar"
     4.589 D | [MetaCache] Adding eternal cache entry: "C:/Users/david/Desktop/Prism/libraries/org/lwjgl/lwjgl-glfw-natives-windows-x86/3.3.1/lwjgl-glfw-natives-windows-x86-3.3.1.jar"
     4.589 D | Download succeeded: "https://libraries.minecraft.net/org/lwjgl/lwjgl-glfw/3.3.1/lwjgl-glfw-3.3.1-natives-windows-x86.jar"
     4.589 D | Task "Net::Download(0x24f42050f00)" starting for the first time
     4.590 D | Downloading  "https://libraries.minecraft.net/org/lwjgl/lwjgl-openal/3.3.1/lwjgl-openal-3.3.1-natives-windows-arm64.jar"
     4.590 D | Task "Net::Download(0x24f42051380)" starting for the first time
     4.591 D | Downloading  "https://libraries.minecraft.net/org/lwjgl/lwjgl/3.3.1/lwjgl-3.3.1-natives-windows.jar"
     4.591 D | Task "Net::Download(0x24f420512c0)" starting for the first time
     4.591 D | Downloading  "https://libraries.minecraft.net/org/lwjgl/lwjgl/3.3.1/lwjgl-3.3.1-natives-windows-x86.jar"
     4.592 D | Task "Net::Download(0x24f42051080)" starting for the first time
     4.592 D | Downloading  "https://libraries.minecraft.net/org/lwjgl/lwjgl/3.3.1/lwjgl-3.3.1-natives-windows-arm64.jar"
     4.593 D | Task "Net::Download(0x24f420518c0)" starting for the first time
     4.593 D | Downloading  "https://libraries.minecraft.net/org/lwjgl/lwjgl-jemalloc/3.3.1/lwjgl-jemalloc-3.3.1.jar"
     4.610 D | [MetaCache] Adding eternal cache entry: "C:/Users/david/Desktop/Prism/libraries/org/lwjgl/lwjgl-jemalloc-natives-windows/3.3.1/lwjgl-jemalloc-natives-windows-3.3.1.jar"
     4.610 D | Download succeeded: "https://libraries.minecraft.net/org/lwjgl/lwjgl-jemalloc/3.3.1/lwjgl-jemalloc-3.3.1-natives-windows.jar"
     4.610 D | Task "Net::Download(0x24f3f5cfdd0)" starting for the first time
     4.611 D | Downloading  "https://libraries.minecraft.net/org/lwjgl/lwjgl-openal/3.3.1/lwjgl-openal-3.3.1-natives-windows-x86.jar"
     4.636 D | [MetaCache] Adding eternal cache entry: "C:/Users/david/Desktop/Prism/libraries/org/lwjgl/lwjgl-jemalloc/3.3.1/lwjgl-jemalloc-3.3.1.jar"
     4.637 D | Download succeeded: "https://libraries.minecraft.net/org/lwjgl/lwjgl-jemalloc/3.3.1/lwjgl-jemalloc-3.3.1.jar"
     4.640 D | [MetaCache] Adding eternal cache entry: "C:/Users/david/Desktop/Prism/libraries/org/lwjgl/lwjgl-natives-windows-arm64/3.3.1/lwjgl-natives-windows-arm64-3.3.1.jar"
     4.641 D | Download succeeded: "https://libraries.minecraft.net/org/lwjgl/lwjgl/3.3.1/lwjgl-3.3.1-natives-windows-arm64.jar"
     4.642 D | Task "Net::Download(0x24f4204ffb0)" starting for the first time
     4.642 D | Downloading  "https://libraries.minecraft.net/org/lwjgl/lwjgl-openal/3.3.1/lwjgl-openal-3.3.1-natives-windows.jar"
     4.644 D | [MetaCache] Adding eternal cache entry: "C:/Users/david/Desktop/Prism/libraries/org/lwjgl/lwjgl-natives-windows/3.3.1/lwjgl-natives-windows-3.3.1.jar"
     4.644 D | Download succeeded: "https://libraries.minecraft.net/org/lwjgl/lwjgl/3.3.1/lwjgl-3.3.1-natives-windows.jar"
     4.646 D | [MetaCache] Adding eternal cache entry: "C:/Users/david/Desktop/Prism/libraries/org/lwjgl/lwjgl-natives-windows-x86/3.3.1/lwjgl-natives-windows-x86-3.3.1.jar"
     4.646 D | Download succeeded: "https://libraries.minecraft.net/org/lwjgl/lwjgl/3.3.1/lwjgl-3.3.1-natives-windows-x86.jar"
     4.649 D | Task "Net::Download(0x24f4204fe30)" starting for the first time
     4.650 D | Downloading  "https://libraries.minecraft.net/org/lwjgl/lwjgl-opengl/3.3.1/lwjgl-opengl-3.3.1-natives-windows-x86.jar"
     4.650 D | Task "Net::Download(0x24f42050bb0)" starting for the first time
     4.651 D | Downloading  "https://libraries.minecraft.net/org/lwjgl/lwjgl-opengl/3.3.1/lwjgl-opengl-3.3.1-natives-windows-arm64.jar"
     4.651 D | Task "Net::Download(0x24f420505b0)" starting for the first time
     4.652 D | Downloading  "https://libraries.minecraft.net/org/lwjgl/lwjgl-openal/3.3.1/lwjgl-openal-3.3.1.jar"
     4.659 D | [MetaCache] Adding eternal cache entry: "C:/Users/david/Desktop/Prism/libraries/org/lwjgl/lwjgl-openal-natives-windows-arm64/3.3.1/lwjgl-openal-natives-windows-arm64-3.3.1.jar"
     4.660 D | Download succeeded: "https://libraries.minecraft.net/org/lwjgl/lwjgl-openal/3.3.1/lwjgl-openal-3.3.1-natives-windows-arm64.jar"
     4.661 D | Task "Net::Download(0x24f420504f0)" starting for the first time
     4.661 D | Downloading  "https://libraries.minecraft.net/org/lwjgl/lwjgl-opengl/3.3.1/lwjgl-opengl-3.3.1-natives-windows.jar"
     4.670 D | [MetaCache] Adding eternal cache entry: "C:/Users/david/Desktop/Prism/libraries/org/lwjgl/lwjgl-openal-natives-windows-x86/3.3.1/lwjgl-openal-natives-windows-x86-3.3.1.jar"
     4.670 D | Download succeeded: "https://libraries.minecraft.net/org/lwjgl/lwjgl-openal/3.3.1/lwjgl-openal-3.3.1-natives-windows-x86.jar"
     4.671 D | Task "Net::Download(0x24f420501f0)" starting for the first time
     4.672 D | Downloading  "https://libraries.minecraft.net/org/lwjgl/lwjgl-opengl/3.3.1/lwjgl-opengl-3.3.1.jar"
     4.679 D | [MetaCache] Adding eternal cache entry: "C:/Users/david/Desktop/Prism/libraries/org/lwjgl/lwjgl-opengl-natives-windows-x86/3.3.1/lwjgl-opengl-natives-windows-x86-3.3.1.jar"
     4.680 D | Download succeeded: "https://libraries.minecraft.net/org/lwjgl/lwjgl-opengl/3.3.1/lwjgl-opengl-3.3.1-natives-windows-x86.jar"
     4.681 D | [MetaCache] Adding eternal cache entry: "C:/Users/david/Desktop/Prism/libraries/org/lwjgl/lwjgl-opengl-natives-windows-arm64/3.3.1/lwjgl-opengl-natives-windows-arm64-3.3.1.jar"
     4.681 D | Download succeeded: "https://libraries.minecraft.net/org/lwjgl/lwjgl-opengl/3.3.1/lwjgl-opengl-3.3.1-natives-windows-arm64.jar"
     4.683 D | [MetaCache] Adding eternal cache entry: "C:/Users/david/Desktop/Prism/libraries/org/lwjgl/lwjgl-openal/3.3.1/lwjgl-openal-3.3.1.jar"
     4.684 D | Download succeeded: "https://libraries.minecraft.net/org/lwjgl/lwjgl-openal/3.3.1/lwjgl-openal-3.3.1.jar"
     4.688 D | [MetaCache] Adding eternal cache entry: "C:/Users/david/Desktop/Prism/libraries/org/lwjgl/lwjgl-openal-natives-windows/3.3.1/lwjgl-openal-natives-windows-3.3.1.jar"
     4.688 D | Download succeeded: "https://libraries.minecraft.net/org/lwjgl/lwjgl-openal/3.3.1/lwjgl-openal-3.3.1-natives-windows.jar"
     4.690 D | [MetaCache] Adding eternal cache entry: "C:/Users/david/Desktop/Prism/libraries/org/lwjgl/lwjgl-opengl-natives-windows/3.3.1/lwjgl-opengl-natives-windows-3.3.1.jar"
     4.691 D | Download succeeded: "https://libraries.minecraft.net/org/lwjgl/lwjgl-opengl/3.3.1/lwjgl-opengl-3.3.1-natives-windows.jar"
     4.691 D | Task "Net::Download(0x24f420fae60)" starting for the first time
     4.692 D | Downloading  "https://libraries.minecraft.net/org/lwjgl/lwjgl-tinyfd/3.3.1/lwjgl-tinyfd-3.3.1-natives-windows-arm64.jar"
     4.692 D | Task "Net::Download(0x24f420508b0)" starting for the first time
     4.693 D | Downloading  "https://libraries.minecraft.net/org/lwjgl/lwjgl-stb/3.3.1/lwjgl-stb-3.3.1.jar"
     4.693 D | Task "Net::Download(0x24f42050c70)" starting for the first time
     4.694 D | Downloading  "https://libraries.minecraft.net/org/lwjgl/lwjgl-stb/3.3.1/lwjgl-stb-3.3.1-natives-windows.jar"
     4.694 D | Task "Net::Download(0x24f42050730)" starting for the first time
     4.695 D | Downloading  "https://libraries.minecraft.net/org/lwjgl/lwjgl-stb/3.3.1/lwjgl-stb-3.3.1-natives-windows-x86.jar"
     4.695 D | Task "Net::Download(0x24f4204fef0)" starting for the first time
     4.696 D | Downloading  "https://libraries.minecraft.net/org/lwjgl/lwjgl-stb/3.3.1/lwjgl-stb-3.3.1-natives-windows-arm64.jar"
     4.727 D | [MetaCache] Adding eternal cache entry: "C:/Users/david/Desktop/Prism/libraries/org/lwjgl/lwjgl-opengl/3.3.1/lwjgl-opengl-3.3.1.jar"
     4.727 D | Download succeeded: "https://libraries.minecraft.net/org/lwjgl/lwjgl-opengl/3.3.1/lwjgl-opengl-3.3.1.jar"
     4.728 D | Task "Net::Download(0x24f420fb0a0)" starting for the first time
     4.729 D | Downloading  "https://libraries.minecraft.net/org/lwjgl/lwjgl-tinyfd/3.3.1/lwjgl-tinyfd-3.3.1-natives-windows-x86.jar"
     4.743 D | [MetaCache] Adding eternal cache entry: "C:/Users/david/Desktop/Prism/libraries/org/lwjgl/lwjgl-tinyfd-natives-windows-arm64/3.3.1/lwjgl-tinyfd-natives-windows-arm64-3.3.1.jar"
     4.743 D | Download succeeded: "https://libraries.minecraft.net/org/lwjgl/lwjgl-tinyfd/3.3.1/lwjgl-tinyfd-3.3.1-natives-windows-arm64.jar"
     4.745 D | [MetaCache] Adding eternal cache entry: "C:/Users/david/Desktop/Prism/libraries/org/lwjgl/lwjgl-stb/3.3.1/lwjgl-stb-3.3.1.jar"
     4.745 D | Download succeeded: "https://libraries.minecraft.net/org/lwjgl/lwjgl-stb/3.3.1/lwjgl-stb-3.3.1.jar"
     4.745 D | Task "Net::Download(0x24f420fb160)" starting for the first time
     4.746 D | Downloading  "https://libraries.minecraft.net/org/lwjgl/lwjgl-tinyfd/3.3.1/lwjgl-tinyfd-3.3.1.jar"
     4.747 D | Task "Net::Download(0x24f420faf20)" starting for the first time
     4.747 D | Downloading  "https://libraries.minecraft.net/org/lwjgl/lwjgl-tinyfd/3.3.1/lwjgl-tinyfd-3.3.1-natives-windows.jar"
     4.750 D | [MetaCache] Adding eternal cache entry: "C:/Users/david/Desktop/Prism/libraries/org/lwjgl/lwjgl-stb-natives-windows/3.3.1/lwjgl-stb-natives-windows-3.3.1.jar"
     4.750 D | Download succeeded: "https://libraries.minecraft.net/org/lwjgl/lwjgl-stb/3.3.1/lwjgl-stb-3.3.1-natives-windows.jar"
     4.753 D | [MetaCache] Adding eternal cache entry: "C:/Users/david/Desktop/Prism/libraries/org/lwjgl/lwjgl-stb-natives-windows-x86/3.3.1/lwjgl-stb-natives-windows-x86-3.3.1.jar"
     4.753 D | Download succeeded: "https://libraries.minecraft.net/org/lwjgl/lwjgl-stb/3.3.1/lwjgl-stb-3.3.1-natives-windows-x86.jar"
     4.755 D | [MetaCache] Adding eternal cache entry: "C:/Users/david/Desktop/Prism/libraries/org/lwjgl/lwjgl-stb-natives-windows-arm64/3.3.1/lwjgl-stb-natives-windows-arm64-3.3.1.jar"
     4.755 D | Download succeeded: "https://libraries.minecraft.net/org/lwjgl/lwjgl-stb/3.3.1/lwjgl-stb-3.3.1-natives-windows-arm64.jar"
     4.757 D | [MetaCache] Adding eternal cache entry: "C:/Users/david/Desktop/Prism/libraries/org/lwjgl/lwjgl-tinyfd-natives-windows-x86/3.3.1/lwjgl-tinyfd-natives-windows-x86-3.3.1.jar"
     4.757 D | Download succeeded: "https://libraries.minecraft.net/org/lwjgl/lwjgl-tinyfd/3.3.1/lwjgl-tinyfd-3.3.1-natives-windows-x86.jar"
     4.757 D | Task "Net::Download(0x24f420fac20)" starting for the first time
     4.758 D | Downloading  "https://libraries.minecraft.net/com/google/guava/failureaccess/1.0.1/failureaccess-1.0.1.jar"
     4.758 D | Task "Net::Download(0x24f420fb5e0)" starting for the first time
     4.759 D | Downloading  "https://libraries.minecraft.net/com/google/code/gson/gson/2.10/gson-2.10.jar"
     4.759 D | Task "Net::Download(0x24f420fb460)" starting for the first time
     4.760 D | Downloading  "https://libraries.minecraft.net/com/github/oshi/oshi-core/6.2.2/oshi-core-6.2.2.jar"
     4.760 D | Task "Net::Download(0x24f420fb520)" starting for the first time
