     0.000 D | <> Log initialized.
     0.817 D | Checksummed Download for: "org.apache.logging.log4j:log4j-api:2.19.0" storage: "org/apache/logging/log4j/log4j-api/2.19.0/log4j-api-2.19.0.jar" url: "https://libraries.minecraft.net/org/apache/logging/log4j/log4j-api/2.19.0/log4j-api-2.19.0.jar"
     0.817 D | Checksummed Download for: "org.apache.logging.log4j:log4j-core:2.19.0" storage: "org/apache/logging/log4j/log4j-core/2.19.0/log4j-core-2.19.0.jar" url: "https://libraries.minecraft.net/org/apache/logging/log4j/log4j-core/2.19.0/log4j-core-2.19.0.jar"
     0.817 D | Checksummed Download for: "org.apache.logging.log4j:log4j-slf4j2-impl:2.19.0" storage: "org/apache/logging/log4j/log4j-slf4j2-impl/2.19.0/log4j-slf4j2-impl-2.19.0.jar" url: "https://libraries.minecraft.net/org/apache/logging/log4j/log4j-slf4j2-impl/2.19.0/log4j-slf4j2-impl-2.19.0.jar"
     0.817 D | Checksummed Download for: "org.joml:joml:1.10.5" storage: "org/joml/joml/1.10.5/joml-1.10.5.jar" url: "https://libraries.minecraft.net/org/joml/joml/1.10.5/joml-1.10.5.jar"
     0.817 D | Checksummed Download for: "org.slf4j:slf4j-api:2.0.1" storage: "org/slf4j/slf4j-api/2.0.1/slf4j-api-2.0.1.jar" url: "https://libraries.minecraft.net/org/slf4j/slf4j-api/2.0.1/slf4j-api-2.0.1.jar"
     0.817 D | Download for: "net.fabricmc:intermediary:1.19.3" storage: "net/fabricmc/intermediary/1.19.3/intermediary-1.19.3.jar" url: "https://maven.fabricmc.net/net/fabricmc/intermediary/1.19.3/intermediary-1.19.3.jar"
     0.818 D | Download for: "net.fabricmc:tiny-mappings-parser:0.3.0+build.17" storage: "net/fabricmc/tiny-mappings-parser/0.3.0+build.17/tiny-mappings-parser-0.3.0+build.17.jar" url: "https://maven.fabricmc.net/net/fabricmc/tiny-mappings-parser/0.3.0+build.17/tiny-mappings-parser-0.3.0+build.17.jar"
     0.818 D | Download for: "net.fabricmc:sponge-mixin:0.12.5+mixin.0.8.5" storage: "net/fabricmc/sponge-mixin/0.12.5+mixin.0.8.5/sponge-mixin-0.12.5+mixin.0.8.5.jar" url: "https://maven.fabricmc.net/net/fabricmc/sponge-mixin/0.12.5+mixin.0.8.5/sponge-mixin-0.12.5+mixin.0.8.5.jar"
     0.818 D | Download for: "net.fabricmc:tiny-remapper:0.8.2" storage: "net/fabricmc/tiny-remapper/0.8.2/tiny-remapper-0.8.2.jar" url: "https://maven.fabricmc.net/net/fabricmc/tiny-remapper/0.8.2/tiny-remapper-0.8.2.jar"
     0.818 D | Download for: "net.fabricmc:access-widener:2.1.0" storage: "net/fabricmc/access-widener/2.1.0/access-widener-2.1.0.jar" url: "https://maven.fabricmc.net/net/fabricmc/access-widener/2.1.0/access-widener-2.1.0.jar"
     0.818 D | Download for: "org.ow2.asm:asm:9.5" storage: "org/ow2/asm/asm/9.5/asm-9.5.jar" url: "https://maven.fabricmc.net/org/ow2/asm/asm/9.5/asm-9.5.jar"
     0.818 D | Download for: "org.ow2.asm:asm-analysis:9.5" storage: "org/ow2/asm/asm-analysis/9.5/asm-analysis-9.5.jar" url: "https://maven.fabricmc.net/org/ow2/asm/asm-analysis/9.5/asm-analysis-9.5.jar"
     0.818 D | Download for: "org.ow2.asm:asm-commons:9.5" storage: "org/ow2/asm/asm-commons/9.5/asm-commons-9.5.jar" url: "https://maven.fabricmc.net/org/ow2/asm/asm-commons/9.5/asm-commons-9.5.jar"
     0.818 D | Download for: "org.ow2.asm:asm-tree:9.5" storage: "org/ow2/asm/asm-tree/9.5/asm-tree-9.5.jar" url: "https://maven.fabricmc.net/org/ow2/asm/asm-tree/9.5/asm-tree-9.5.jar"
     0.818 D | Download for: "org.ow2.asm:asm-util:9.5" storage: "org/ow2/asm/asm-util/9.5/asm-util-9.5.jar" url: "https://maven.fabricmc.net/org/ow2/asm/asm-util/9.5/asm-util-9.5.jar"
     0.818 D | Download for: "net.fabricmc:fabric-loader:0.14.21" storage: "net/fabricmc/fabric-loader/0.14.21/fabric-loader-0.14.21.jar" url: "https://maven.fabricmc.net/net/fabricmc/fabric-loader/0.14.21/fabric-loader-0.14.21.jar"
     0.818 D | Checksummed Download for: "com.mojang:minecraft:1.19.3:client" storage: "com/mojang/minecraft/1.19.3/minecraft-1.19.3-client.jar" url: "https://piston-data.mojang.com/v1/objects/977727ec9ab8b4631e5c12839f064092f17663f8/client.jar"
     0.819 D | Task "NetJob(Librerias para la instancia 1.19.3 Fabric)" starting for the first time
     0.823 D | Task "Net::Download(0x29144370230)" starting for the first time
     0.824 D | Downloading  "https://libraries.minecraft.net/org/lwjgl/lwjgl-jemalloc/3.3.1/lwjgl-jemalloc-3.3.1-natives-windows-x86.jar"
     0.825 D | Task "Net::Download(0x2914436fe70)" starting for the first time
     0.825 D | Downloading  "https://libraries.minecraft.net/org/lwjgl/lwjgl-jemalloc/3.3.1/lwjgl-jemalloc-3.3.1-natives-windows-arm64.jar"
     0.825 D | Task "Net::Download(0x2914436f570)" starting for the first time
     0.826 D | Downloading  "https://libraries.minecraft.net/org/lwjgl/lwjgl-glfw/3.3.1/lwjgl-glfw-3.3.1.jar"
     0.826 D | Task "Net::Download(0x2914436fab0)" starting for the first time
     0.827 D | Downloading  "https://libraries.minecraft.net/org/lwjgl/lwjgl-glfw/3.3.1/lwjgl-glfw-3.3.1-natives-windows.jar"
     0.827 D | Task "Net::Download(0x2914436fc30)" starting for the first time
     0.827 D | Downloading  "https://libraries.minecraft.net/org/lwjgl/lwjgl-glfw/3.3.1/lwjgl-glfw-3.3.1-natives-windows-x86.jar"
     0.827 D | Task "Net::Download(0x2914436f930)" starting for the first time
     0.828 D | Downloading  "https://libraries.minecraft.net/org/lwjgl/lwjgl-glfw/3.3.1/lwjgl-glfw-3.3.1-natives-windows-arm64.jar"
     1.147 D | [MetaCache] Adding eternal cache entry: "C:/Users/david/Desktop/Prism/libraries/org/lwjgl/lwjgl-glfw-natives-windows-arm64/3.3.1/lwjgl-glfw-natives-windows-arm64-3.3.1.jar"
     1.147 D | Download succeeded: "https://libraries.minecraft.net/org/lwjgl/lwjgl-glfw/3.3.1/lwjgl-glfw-3.3.1-natives-windows-arm64.jar"
     1.149 D | Task "Net::Download(0x291443703b0)" starting for the first time
     1.150 D | Downloading  "https://libraries.minecraft.net/org/lwjgl/lwjgl-jemalloc/3.3.1/lwjgl-jemalloc-3.3.1-natives-windows.jar"
     1.169 D | [MetaCache] Adding eternal cache entry: "C:/Users/david/Desktop/Prism/libraries/org/lwjgl/lwjgl-jemalloc-natives-windows-arm64/3.3.1/lwjgl-jemalloc-natives-windows-arm64-3.3.1.jar"
     1.169 D | Download succeeded: "https://libraries.minecraft.net/org/lwjgl/lwjgl-jemalloc/3.3.1/lwjgl-jemalloc-3.3.1-natives-windows-arm64.jar"
     1.171 D | [MetaCache] Adding eternal cache entry: "C:/Users/david/Desktop/Prism/libraries/org/lwjgl/lwjgl-glfw-natives-windows/3.3.1/lwjgl-glfw-natives-windows-3.3.1.jar"
     1.172 D | Download succeeded: "https://libraries.minecraft.net/org/lwjgl/lwjgl-glfw/3.3.1/lwjgl-glfw-3.3.1-natives-windows.jar"
     1.174 D | [MetaCache] Adding eternal cache entry: "C:/Users/david/Desktop/Prism/libraries/org/lwjgl/lwjgl-jemalloc-natives-windows-x86/3.3.1/lwjgl-jemalloc-natives-windows-x86-3.3.1.jar"
     1.175 D | Download succeeded: "https://libraries.minecraft.net/org/lwjgl/lwjgl-jemalloc/3.3.1/lwjgl-jemalloc-3.3.1-natives-windows-x86.jar"
     1.177 D | [MetaCache] Adding eternal cache entry: "C:/Users/david/Desktop/Prism/libraries/org/lwjgl/lwjgl-glfw/3.3.1/lwjgl-glfw-3.3.1.jar"
     1.178 D | Download succeeded: "https://libraries.minecraft.net/org/lwjgl/lwjgl-glfw/3.3.1/lwjgl-glfw-3.3.1.jar"
     1.180 D | [MetaCache] Adding eternal cache entry: "C:/Users/david/Desktop/Prism/libraries/org/lwjgl/lwjgl-glfw-natives-windows-x86/3.3.1/lwjgl-glfw-natives-windows-x86-3.3.1.jar"
     1.181 D | Download succeeded: "https://libraries.minecraft.net/org/lwjgl/lwjgl-glfw/3.3.1/lwjgl-glfw-3.3.1-natives-windows-x86.jar"
     1.183 D | Task "Net::Download(0x2914435a8c0)" starting for the first time
     1.184 D | Downloading  "https://libraries.minecraft.net/org/lwjgl/lwjgl-openal/3.3.1/lwjgl-openal-3.3.1-natives-windows-arm64.jar"
     1.184 D | Task "Net::Download(0x291442863f0)" starting for the first time
     1.185 D | Downloading  "https://libraries.minecraft.net/org/lwjgl/lwjgl/3.3.1/lwjgl-3.3.1-natives-windows.jar"
     1.186 D | Task "Net::Download(0x29144286270)" starting for the first time
     1.186 D | Downloading  "https://libraries.minecraft.net/org/lwjgl/lwjgl/3.3.1/lwjgl-3.3.1-natives-windows-x86.jar"
     1.187 D | Task "Net::Download(0x291442860f0)" starting for the first time
     1.187 D | Downloading  "https://libraries.minecraft.net/org/lwjgl/lwjgl/3.3.1/lwjgl-3.3.1-natives-windows-arm64.jar"
     1.187 D | Task "Net::Download(0x29144286630)" starting for the first time
     1.188 D | Downloading  "https://libraries.minecraft.net/org/lwjgl/lwjgl-jemalloc/3.3.1/lwjgl-jemalloc-3.3.1.jar"
     1.210 D | [MetaCache] Adding eternal cache entry: "C:/Users/david/Desktop/Prism/libraries/org/lwjgl/lwjgl-jemalloc-natives-windows/3.3.1/lwjgl-jemalloc-natives-windows-3.3.1.jar"
     1.210 D | Download succeeded: "https://libraries.minecraft.net/org/lwjgl/lwjgl-jemalloc/3.3.1/lwjgl-jemalloc-3.3.1-natives-windows.jar"
     1.211 D | Task "Net::Download(0x2914435aa40)" starting for the first time
     1.211 D | Downloading  "https://libraries.minecraft.net/org/lwjgl/lwjgl-openal/3.3.1/lwjgl-openal-3.3.1-natives-windows-x86.jar"
     1.243 D | [MetaCache] Adding eternal cache entry: "C:/Users/david/Desktop/Prism/libraries/org/lwjgl/lwjgl-natives-windows-arm64/3.3.1/lwjgl-natives-windows-arm64-3.3.1.jar"
     1.243 D | Download succeeded: "https://libraries.minecraft.net/org/lwjgl/lwjgl/3.3.1/lwjgl-3.3.1-natives-windows-arm64.jar"
     1.245 D | [MetaCache] Adding eternal cache entry: "C:/Users/david/Desktop/Prism/libraries/org/lwjgl/lwjgl-natives-windows-x86/3.3.1/lwjgl-natives-windows-x86-3.3.1.jar"
     1.245 D | Download succeeded: "https://libraries.minecraft.net/org/lwjgl/lwjgl/3.3.1/lwjgl-3.3.1-natives-windows-x86.jar"
     1.246 D | Task "Net::Download(0x29144372a60)" starting for the first time
     1.246 D | Downloading  "https://libraries.minecraft.net/org/lwjgl/lwjgl-openal/3.3.1/lwjgl-openal-3.3.1.jar"
     1.247 D | Task "Net::Download(0x29144359c00)" starting for the first time
     1.247 D | Downloading  "https://libraries.minecraft.net/org/lwjgl/lwjgl-openal/3.3.1/lwjgl-openal-3.3.1-natives-windows.jar"
     1.273 D | [MetaCache] Adding eternal cache entry: "C:/Users/david/Desktop/Prism/libraries/org/lwjgl/lwjgl-natives-windows/3.3.1/lwjgl-natives-windows-3.3.1.jar"
     1.273 D | Download succeeded: "https://libraries.minecraft.net/org/lwjgl/lwjgl/3.3.1/lwjgl-3.3.1-natives-windows.jar"
     1.276 D | [MetaCache] Adding eternal cache entry: "C:/Users/david/Desktop/Prism/libraries/org/lwjgl/lwjgl-openal-natives-windows-arm64/3.3.1/lwjgl-openal-natives-windows-arm64-3.3.1.jar"
     1.277 D | Download succeeded: "https://libraries.minecraft.net/org/lwjgl/lwjgl-openal/3.3.1/lwjgl-openal-3.3.1-natives-windows-arm64.jar"
     1.278 D | [MetaCache] Adding eternal cache entry: "C:/Users/david/Desktop/Prism/libraries/org/lwjgl/lwjgl-jemalloc/3.3.1/lwjgl-jemalloc-3.3.1.jar"
     1.279 D | Download succeeded: "https://libraries.minecraft.net/org/lwjgl/lwjgl-jemalloc/3.3.1/lwjgl-jemalloc-3.3.1.jar"
     1.280 D | Task "Net::Download(0x29144372ca0)" starting for the first time
     1.280 D | Downloading  "https://libraries.minecraft.net/org/lwjgl/lwjgl-opengl/3.3.1/lwjgl-opengl-3.3.1-natives-windows.jar"
     1.281 D | Task "Net::Download(0x29144372b20)" starting for the first time
     1.282 D | Downloading  "https://libraries.minecraft.net/org/lwjgl/lwjgl-opengl/3.3.1/lwjgl-opengl-3.3.1-natives-windows-x86.jar"
     1.282 D | Task "Net::Download(0x29144372ee0)" starting for the first time
     1.283 D | Downloading  "https://libraries.minecraft.net/org/lwjgl/lwjgl-opengl/3.3.1/lwjgl-opengl-3.3.1-natives-windows-arm64.jar"
     1.303 D | [MetaCache] Adding eternal cache entry: "C:/Users/david/Desktop/Prism/libraries/org/lwjgl/lwjgl-openal-natives-windows-x86/3.3.1/lwjgl-openal-natives-windows-x86-3.3.1.jar"
     1.304 D | Download succeeded: "https://libraries.minecraft.net/org/lwjgl/lwjgl-openal/3.3.1/lwjgl-openal-3.3.1-natives-windows-x86.jar"
     1.305 D | [MetaCache] Adding eternal cache entry: "C:/Users/david/Desktop/Prism/libraries/org/lwjgl/lwjgl-openal/3.3.1/lwjgl-openal-3.3.1.jar"
     1.306 D | Download succeeded: "https://libraries.minecraft.net/org/lwjgl/lwjgl-openal/3.3.1/lwjgl-openal-3.3.1.jar"
     1.308 D | Task "Net::Download(0x29144341360)" starting for the first time
     1.309 D | Downloading  "https://libraries.minecraft.net/org/lwjgl/lwjgl-stb/3.3.1/lwjgl-stb-3.3.1-natives-windows-arm64.jar"
     1.309 D | Task "Net::Download(0x29144372fa0)" starting for the first time
     1.310 D | Downloading  "https://libraries.minecraft.net/org/lwjgl/lwjgl-opengl/3.3.1/lwjgl-opengl-3.3.1.jar"
     1.328 D | [MetaCache] Adding eternal cache entry: "C:/Users/david/Desktop/Prism/libraries/org/lwjgl/lwjgl-openal-natives-windows/3.3.1/lwjgl-openal-natives-windows-3.3.1.jar"
     1.329 D | Download succeeded: "https://libraries.minecraft.net/org/lwjgl/lwjgl-openal/3.3.1/lwjgl-openal-3.3.1-natives-windows.jar"
     1.331 D | [MetaCache] Adding eternal cache entry: "C:/Users/david/Desktop/Prism/libraries/org/lwjgl/lwjgl-opengl-natives-windows-arm64/3.3.1/lwjgl-opengl-natives-windows-arm64-3.3.1.jar"
     1.331 D | Download succeeded: "https://libraries.minecraft.net/org/lwjgl/lwjgl-opengl/3.3.1/lwjgl-opengl-3.3.1-natives-windows-arm64.jar"
     1.333 D | [MetaCache] Adding eternal cache entry: "C:/Users/david/Desktop/Prism/libraries/org/lwjgl/lwjgl-opengl-natives-windows/3.3.1/lwjgl-opengl-natives-windows-3.3.1.jar"
     1.334 D | Download succeeded: "https://libraries.minecraft.net/org/lwjgl/lwjgl-opengl/3.3.1/lwjgl-opengl-3.3.1-natives-windows.jar"
     1.336 D | [MetaCache] Adding eternal cache entry: "C:/Users/david/Desktop/Prism/libraries/org/lwjgl/lwjgl-opengl-natives-windows-x86/3.3.1/lwjgl-opengl-natives-windows-x86-3.3.1.jar"
     1.336 D | Download succeeded: "https://libraries.minecraft.net/org/lwjgl/lwjgl-opengl/3.3.1/lwjgl-opengl-3.3.1-natives-windows-x86.jar"
     1.337 D | Task "Net::Download(0x29144341660)" starting for the first time
     1.338 D | Downloading  "https://libraries.minecraft.net/org/lwjgl/lwjgl-tinyfd/3.3.1/lwjgl-tinyfd-3.3.1-natives-windows-arm64.jar"
     1.339 D | Task "Net::Download(0x291443418a0)" starting for the first time
     1.339 D | Downloading  "https://libraries.minecraft.net/org/lwjgl/lwjgl-stb/3.3.1/lwjgl-stb-3.3.1.jar"
     1.340 D | Task "Net::Download(0x29144341420)" starting for the first time
     1.340 D | Downloading  "https://libraries.minecraft.net/org/lwjgl/lwjgl-stb/3.3.1/lwjgl-stb-3.3.1-natives-windows.jar"
     1.341 D | Task "Net::Download(0x29144341720)" starting for the first time
     1.341 D | Downloading  "https://libraries.minecraft.net/org/lwjgl/lwjgl-stb/3.3.1/lwjgl-stb-3.3.1-natives-windows-x86.jar"
     1.349 D | [MetaCache] Adding eternal cache entry: "C:/Users/david/Desktop/Prism/libraries/org/lwjgl/lwjgl-stb-natives-windows-arm64/3.3.1/lwjgl-stb-natives-windows-arm64-3.3.1.jar"
     1.349 D | Download succeeded: "https://libraries.minecraft.net/org/lwjgl/lwjgl-stb/3.3.1/lwjgl-stb-3.3.1-natives-windows-arm64.jar"
     1.350 D | Task "Net::Download(0x291443bf6f0)" starting for the first time
     1.351 D | Downloading  "https://libraries.minecraft.net/org/lwjgl/lwjgl-tinyfd/3.3.1/lwjgl-tinyfd-3.3.1-natives-windows-x86.jar"
     1.374 D | [MetaCache] Adding eternal cache entry: "C:/Users/david/Desktop/Prism/libraries/org/lwjgl/lwjgl-opengl/3.3.1/lwjgl-opengl-3.3.1.jar"
     1.375 D | Download succeeded: "https://libraries.minecraft.net/org/lwjgl/lwjgl-opengl/3.3.1/lwjgl-opengl-3.3.1.jar"
     1.377 D | [MetaCache] Adding eternal cache entry: "C:/Users/david/Desktop/Prism/libraries/org/lwjgl/lwjgl-tinyfd-natives-windows-arm64/3.3.1/lwjgl-tinyfd-natives-windows-arm64-3.3.1.jar"
     1.377 D | Download succeeded: "https://libraries.minecraft.net/org/lwjgl/lwjgl-tinyfd/3.3.1/lwjgl-tinyfd-3.3.1-natives-windows-arm64.jar"
     1.380 D | [MetaCache] Adding eternal cache entry: "C:/Users/david/Desktop/Prism/libraries/org/lwjgl/lwjgl-stb-natives-windows-x86/3.3.1/lwjgl-stb-natives-windows-x86-3.3.1.jar"
     1.381 D | Download succeeded: "https://libraries.minecraft.net/org/lwjgl/lwjgl-stb/3.3.1/lwjgl-stb-3.3.1-natives-windows-x86.jar"
     1.382 D | Task "Net::Download(0x291443bf630)" starting for the first time
     1.383 D | Downloading  "https://libraries.minecraft.net/org/lwjgl/lwjgl/3.3.1/lwjgl-3.3.1.jar"
     1.383 D | Task "Net::Download(0x291443bf570)" starting for the first time
     1.384 D | Downloading  "https://libraries.minecraft.net/org/lwjgl/lwjgl-tinyfd/3.3.1/lwjgl-tinyfd-3.3.1.jar"
     1.385 D | Task "Net::Download(0x291443bec70)" starting for the first time
     1.385 D | Downloading  "https://libraries.minecraft.net/org/lwjgl/lwjgl-tinyfd/3.3.1/lwjgl-tinyfd-3.3.1-natives-windows.jar"
     1.402 D | [MetaCache] Adding eternal cache entry: "C:/Users/david/Desktop/Prism/libraries/org/lwjgl/lwjgl-stb-natives-windows/3.3.1/lwjgl-stb-natives-windows-3.3.1.jar"
     1.403 D | Download succeeded: "https://libraries.minecraft.net/org/lwjgl/lwjgl-stb/3.3.1/lwjgl-stb-3.3.1-natives-windows.jar"
     1.403 D | Task "Net::Download(0x291443beaf0)" starting for the first time
     1.404 D | Downloading  "https://libraries.minecraft.net/com/github/oshi/oshi-core/6.2.2/oshi-core-6.2.2.jar"
     1.408 D | [MetaCache] Adding eternal cache entry: "C:/Users/david/Desktop/Prism/libraries/org/lwjgl/lwjgl-stb/3.3.1/lwjgl-stb-3.3.1.jar"
     1.408 D | Download succeeded: "https://libraries.minecraft.net/org/lwjgl/lwjgl-stb/3.3.1/lwjgl-stb-3.3.1.jar"
     1.409 D | Task "Net::Download(0x291443bf270)" starting for the first time
     1.410 D | Downloading  "https://libraries.minecraft.net/com/google/code/gson/gson/2.10/gson-2.10.jar"
     1.414 D | [MetaCache] Adding eternal cache entry: "C:/Users/david/Desktop/Prism/libraries/org/lwjgl/lwjgl-tinyfd-natives-windows-x86/3.3.1/lwjgl-tinyfd-natives-windows-x86-3.3.1.jar"
     1.415 D | Download succeeded: "https://libraries.minecraft.net/org/lwjgl/lwjgl-tinyfd/3.3.1/lwjgl-tinyfd-3.3.1-natives-windows-x86.jar"
     1.416 D | Task "Net::Download(0x291443bebb0)" starting for the first time
     1.417 D | Downloading  "https://libraries.minecraft.net/com/google/guava/failureaccess/1.0.1/failureaccess-1.0.1.jar"
     1.434 D | [MetaCache] Adding eternal cache entry: "C:/Users/david/Desktop/Prism/libraries/org/lwjgl/lwjgl-tinyfd/3.3.1/lwjgl-tinyfd-3.3.1.jar"
